title
n = 25
3 22 11 0.41146064699372276
3 22 12 0.016105076333474688
3 22 14 0.026590700536821554
3 22 15 0.21357263829225603
3 22 16 0.27618460912374154
3 22 17 0.38142968294784274
3 22 18 0.1630852947153768
3 22 19 0.01541619304912889
3 22 20 0.3608468186675753
3 22 21 0.37168034884617007
3 22 22 0.08575993186356612
3 22 23 0.1671334265758908
3 22 25 0.31878183659675174
3 23 1 0.039855250777041995
3 23 2 0.2097341955013392
3 23 3 0.4608236135851126
3 23 4 0.349168515798968
3 23 5 0.2809757730485787
3 23 6 0.08003352078271686
3 23 7 0.01861977016992422
3 23 8 0.05479228711794848
3 23 9 0.2813669846419331
3 23 10 0.07039388896169729
3 23 11 0.3245265345785219
3 23 12 0.3478505279538031
3 23 13 0.29043070660761683
3 23 14 0.4127725865133698
3 23 15 0.3593621164050692
3 23 17 0.1927134940300551
3 23 18 0.07684590522179813
3 23 19 0.48816763660089724
3 23 20 0.09095655854353857
3 23 21 0.4367504065513218
3 23 22 0.07381076978439804
3 23 23 0.048549510482738145
3 23 25 0.42938459847928
3 24 2 0.4911404670980961
3 24 4 0.38799929419439927
3 24 5 0.023080780387172095
3 24 6 0.021849003173783466
3 24 7 0.2912364863146031
3 24 8 0.3221612411880661
3 24 11 0.4150671940266556
3 24 12 0.40459302421275356
3 24 13 0.3405250644568991
3 24 14 0.16129332564039456
3 24 15 0.1477960353578851
3 24 17 0.346807681227564
3 24 18 0.09563434539134152
3 24 19 0.0019337361431344124
3 24 21 0.47504369316291706
3 24 22 0.011033982600133552
3 24 23 0.1582725345108753
3 24 24 0.17679783260900228
3 24 25 0.3167177368218901
3 25 1 0.4866363874762828
3 25 2 0.35762548576579367
3 25 3 0.4750026305873878
3 25 4 0.08512174089684943
3 25 5 0.46660377020215293
3 25 6 0.48241179495468056
3 25 7 0.2311600582525989
3 25 8 0.4040673410266996
3 25 9 0.15956614909445577
3 25 10 0.03132751842973125
3 25 11 0.16283199674079962
3 25 12 0.26972180004170354
3 25 13 0.32689083491200355
3 25 14 0.14636012653824915
3 25 15 0.13964817005146235
3 25 16 0.29240373638918904
3 25 17 0.47505969665637404
3 25 18 0.2913643590216821
3 25 19 0.30055401478231314
3 25 20 0.24788690858433182
3 25 21 0.46326919169613046
3 25 23 0.1264458176690072
3 25 24 0.2355783342534864
3 25 25 0.45482896405598894
4 1 1 0.42273801637264474
4 1 3 0.014541134919649035
4 1 4 0.40462859982625976
4 1 5 0.25979885078043563
4 1 6 0.25415027275588475
4 1 7 0.32054576818937597
4 1 8 0.2226352421791531
4 1 9 0.006420791096778178
4 1 10 0.45350492013259025
4 1 11 0.10058547875207335
4 1 12 0.1270968698255508
4 1 13 0.20367928533709634
4 1 14 0.42276732625557656
4 1 15 0.039098027787413225
4 1 16 0.33146528356076177
4 1 17 0.25403066648148764
4 1 18 0.20445892743215
4 1 19 0.12033750415367028
4 1 20 0.0806994063780806
4 1 21 0.45935348492528993
4 1 22 0.15715980596277035
4 1 23 0.17265086989322642
4 1 24 0.01827891293917594
4 1 25 0.4300156829833426
4 2 1 0.24210947321058118
4 2 3 0.2653788796375175
4 2 4 0.41781596906012897
4 2 5 0.05116785914331912
4 2 6 0.3762507787997865
4 2 8 0.1174686669030659
4 2 9 0.12195374387831581
4 2 10 0.02360769553909059
4 2 11 0.37610857764886685
4 2 12 0.3629375237955298
4 2 13 0.23828050218137042
4 2 14 0.28113578542856965
4 2 15 0.07848871934395751
4 2 16 0.16464725051532447
4 2 17 0.06261016893686067
4 2 18 0.4211934912186257
4 2 19 0.43234606147894417
4 2 20 0.23504535973491847
4 2 21 0.03425253105909354
4 2 22 0.14886661703913862
4 2 23 0.2968043953360372
4 2 24 0.29516581665276176
4 2 25 0.16908766919567708
4 3 1 0.24506985983124352
4 3 2 0.11000345879801343
4 3 3 0.27709614100866575
4 3 6 0.3545069299921272
4 3 7 0.04173438748513536
4 3 8 0.30682351933556695
4 3 9 0.03212196325356054
4 3 10 0.08758841192558686
4 3 11 0.059566290509828645
4 3 12 0.15584955178190274
4 3 13 0.43333144211773333
4 3 14 0.3212116940991797
4 3 15 0.4546140466407834
4 3 16 0.06278249775386224
4 3 17 0.37625973606460006
4 3 18 0.08431466094142437
4 3 19 0.30628172972844026
4 3 20 0.06001680509088336
4 3 21 0.035703190773125115
4 3 22 0.12864754609873608
4 3 23 0.30576857302870786
4 3 24 0.451861003064168
4 3 25 0.3507696001912429
4 4 3 0.28028494526910275
4 4 4 0.23275817515190256
4 4 5 0.273899719037908
4 4 6 0.43990031784874717
4 4 7 0.11608612659167705
4 4 8 0.42424381026956337
4 4 9 0.3403190449261062
4 4 10 0.04372487835755745
4 4 11 0.02315139092959162
4 4 12 0.25164208487450856
4 4 13 0.3352572795078975
4 4 14 0.2919303543064379
4 4 15 0.4675523074147687
4 4 16 0.12359302913360115
4 4 17 0.40459234019408674
4 4 18 0.16811032501628886
4 4 19 0.029556816573164113
4 4 20 0.45653211886113265
4 4 21 0.183366076451289
4 4 23 0.2687091480520736
4 4 24 0.458840698009209
4 4 25 0.37530100235445374
4 5 1 0.2598676368566418
4 5 2 0.3555204154304702
4 5 3 0.3206531706603958
4 5 4 0.24884085558692048
4 5 5 0.34271699788069443
4 5 6 0.20788829993297175
4 5 7 0.251091849760423
4 5 8 0.4650447507323344
4 5 9 0.04392563309639985
4 5 10 0.4481376665819403
4 5 11 0.17458365778253737
4 5 12 0.3252934271793244
4 5 14 0.22793827255377885
4 5 15 0.0011944348528249993
4 5 16 0.16850282112619386
4 5 18 0.09579269127067291
4 5 19 0.29783605243102573
4 5 20 0.20899122951466897
4 5 21 0.4297524530414417
4 5 23 0.4801371087300881
4 5 24 0.017791482059574593
4 5 25 0.45603787521781325
4 6 2 0.03559562564613161
4 6 3 0.34067464944141823
4 6 4 0.45242203848288787
4 6 5 0.4957866423067062
4 6 6 0.4777300225341826
4 6 7 0.3675763040633505
4 6 8 0.33068578273102456
4 6 9 0.10686258778619129
4 6 10 0.4226496487909389
4 6 11 0.013272907638653741
4 6 12 0.4257464953110468
4 6 13 0.4444029072493476
4 6 14 0.4036367153018975
4 6 15 0.2891105331049457
4 6 16 0.16396803228172474
4 6 17 0.054058272277110686
4 6 18 0.4587507214394141
4 6 19 0.038443036278406284
4 6 20 0.47587230114611745
4 6 21 0.12309905727634496
4 6 22 0.3306983657147523
4 6 23 0.06554681561734588
4 6 24 0.12692382620377485
4 7 1 0.2712134051545123
4 7 2 0.03932304174285528
4 7 3 0.2483605536125244
4 7 4 0.27691533010518865
4 7 7 0.32176456498176764
4 7 8 0.16788510424224634
4 7 9 0.24837397907781555
4 7 10 0.15314269032124317
4 7 11 0.292087640075986
4 7 12 0.3454210970219168
4 7 13 0.17636390024660054
4 7 14 0.27679336922568987
4 7 15 0.1659503724616621
4 7 16 0.3738173288589184
4 7 17 0.16188089856059995
4 7 18 0.3952066816158145
4 7 19 0.19011682886251324
4 7 21 0.4277592357997986
4 7 22 0.09812196591378874
4 7 23 0.0069209887787640145
4 7 24 0.46946725286355484
4 7 25 0.021177673794351426
4 8 1 0.09106745723858312
4 8 3 0.264279847625116
4 8 4 0.14226013867877574
4 8 5 0.41645028532992245
4 8 6 0.25122273446754717
4 8 7 0.4319114742727963
4 8 8 0.04029483962230773
4 8 9 0.32350471722262
4 8 10 0.48230541379789815
4 8 11 0.22928187297793767
4 8 12 0.18493883058712512
4 8 13 0.052812333516987664
4 8 14 0.30163122538842146
4 8 15 0.18517730121029763
4 8 16 0.39444096333459466
4 8 17 0.10483633148785632
4 8 18 0.1867317431004859
4 8 19 0.43393164429908404
4 8 20 0.1753832422515249
4 8 21 0.3028756256591707
4 8 22 0.15414305601934708
4 8 23 0.40675313776407185
4 8 24 0.07516122629009359
4 8 25 0.34110960676795343
4 9 1 0.035662775239968414
4 9 2 0.44044308128385834
4 9 3 0.3127333478289115
4 9 4 0.3718156567866633
4 9 5 0.10521427328734922
4 9 6 0.45257369822832394
4 9 7 0.28415192872619477
4 9 8 0.023816481253552735
4 9 9 0.1910644098223201
4 9 10 0.47983046576875976
4 9 11 0.29399253259961733
4 9 12 0.20546871701994374
4 9 13 0.22417777877040024
4 9 14 0.29088665460611873
4 9 15 0.2978840174557066
4 9 16 0.19236528929351115
4 9 17 0.33485022710138146
4 9 18 0.4793078723153147
4 9 19 0.4834610062484668
4 9 20 0.09600758478634852
4 9 22 0.4335686780804854
4 9 23 0.3788986822548246
4 9 24 0.3773457529246378
4 9 25 0.4142708295634211
4 10 1 0.37572875891501456
4 10 2 0.3525300973135741
4 10 3 0.47020880355686945
4 10 4 0.41352597155432724
4 10 5 0.25389501718363516
4 10 6 0.28256144735779043
4 10 7 0.21575149986472142
4 10 8 0.062249810524709015
4 10 9 0.029124526478944146
4 10 10 0.04693640299345403
4 10 11 0.4842837427000619
4 10 12 0.24403085774626676
4 10 13 0.13836202673417053
4 10 14 0.22028174334830997
4 10 15 0.19808382236030597
4 10 16 0.2304074664791309
4 10 17 0.3267213420365829
4 10 18 0.19360939488657303
4 10 19 0.1345466747568531
4 10 20 0.49202044923578436
4 10 21 0.28185923199121155
4 10 22 0.1514791360268427
4 10 23 0.0057042633077108995
4 10 24 0.19655223939278277
4 10 25 0.3243449636535568
4 11 1 0.43210576450333593
4 11 2 0.002588958946662556
4 11 3 0.1913372105672978
4 11 4 0.46519495431759905
4 11 5 0.47063106241291897
4 11 6 0.07009616015972964
4 11 7 0.002566959699591309
4 11 8 0.0489998182824406
4 11 9 0.1330467277424815
4 11 10 0.27751059682471346
4 11 11 0.00817239230309419
4 11 12 0.10067954336259166
4 11 13 0.1999179871359491
4 11 14 0.046920829539811804
4 11 15 0.47987894909078743
4 11 16 0.11363840686919935
4 11 17 0.48110032984625295
4 11 18 0.17184134415529984
4 11 20 0.1676243652971734
4 11 21 0.20876925128956825
4 11 23 0.438329779022672
4 11 24 0.17841348474654783
4 11 25 0.08399096422050656
4 12 1 0.1331476564361478
4 12 3 0.2443625789658902
4 12 4 0.22931863563906696
4 12 5 0.24995147064581202
4 12 6 0.2458932039410675
4 12 7 0.21482451176008088
4 12 8 0.2067386106945135
4 12 9 0.011134949548119666
4 12 10 0.1398702535394536
4 12 11 0.07864661698208375
4 12 12 0.0036156465948848915
4 12 13 0.4976258320489356
4 12 14 0.22578740495521765
4 12 15 0.2341499924230528
4 12 16 0.28709815110901926
4 12 17 0.22569242358508457
4 12 18 0.2536918495883437
4 12 19 0.4495057492999558
4 12 20 0.05837880865037359
4 12 21 0.03605575096891067
4 12 22 0.2208053971439793
4 12 23 0.4710794691087328
4 12 24 0.16079228471361873
4 12 25 0.21115404461516685
4 13 1 0.2950058384568305
4 13 2 0.3773124421508032
4 13 4 0.37280812464498636
4 13 5 0.11880092968908529
4 13 6 0.1270023146126531
4 13 7 0.05946637019173051
4 13 8 0.48283892608775136
4 13 9 0.32346359475128506
4 13 10 0.3758928305783239
4 13 11 0.37531816537060303
4 13 12 0.3488632055356713
4 13 14 0.06650357988381639
4 13 15 0.19403155868539357
4 13 16 0.3642394018860785
4 13 17 0.3685517726131171
4 13 18 0.3738239807530742
4 13 19 0.17984711402923437
4 13 21 0.14176708636641888
4 13 22 0.4568285245655378
4 13 23 0.1845952500252137
4 13 24 0.0017133892985802257
4 13 25 0.04724882423545773
4 14 1 0.34319891211150455
4 14 2 0.25367727309745847
4 14 3 0.1845536641313884
4 14 4 0.4248239057868882
4 14 5 0.149106773709066
4 14 7 0.28474741713113927
4 14 8 0.2244132135463791
4 14 10 0.44383234327620746
4 14 11 0.2777786775978931
4 14 12 0.16130689502640716
4 14 13 0.26382798513892347
4 14 14 0.23190122277989444
4 14 15 0.42389366088620617
4 14 16 0.4595639560044098
4 14 17 0.3694652951712525
4 14 18 0.25872944469049397
4 14 19 0.40207929222246486
4 14 20 0.15637721283423967
4 14 22 0.10222726225634726
4 14 23 0.2533550362470326
4 14 24 0.4374079488449094
4 14 25 0.48453818769458756
4 15 1 0.3240321555123715
4 15 4 0.4790671453996731
4 15 5 0.25820087435773087
4 15 6 0.17519483260833124
4 15 7 0.24065013104734112
4 15 8 0.012764732040984161
4 15 10 0.3615325585254118
4 15 11 0.02903459946430842
4 15 12 0.05188995227289095
4 15 13 0.26794158228079357
4 15 14 0.15742855544391643
4 15 15 0.277178814590588
4 15 16 0.1886614770063889
4 15 17 0.16305004018862568
4 15 18 0.06518929426349951
4 15 19 0.3358903344928009
4 15 20 0.11395856705824248
4 15 21 0.3581876970861494
4 15 22 0.14024717097858386
4 15 23 0.2425988678284301
4 15 24 0.07335149412332531
4 15 25 0.15162004179000632
4 16 1 0.1267605710128653
4 16 3 0.016715320850665405
4 16 4 0.3628377257740216
4 16 5 0.36875525955609356
4 16 6 0.023847714206560844
4 16 7 0.10731737420284149
4 16 8 0.11607109698277784
4 16 9 0.3572925982548787
4 16 10 0.18833075995892223
4 16 11 0.23214086991832983
4 16 12 0.41548081524255853
4 16 13 0.1502119766647707
4 16 14 0.4169570211804927
4 16 15 0.37315733470141865
4 16 16 0.23838170353623833
4 16 17 0.21609431782397304
4 16 18 0.039283206328651676
4 16 19 0.17442977963292905
4 16 20 0.2138743552083261
4 16 21 0.4280428570382966
4 16 22 0.4740358493567841
4 16 23 0.3845018640881086
4 16 24 0.37806819890521204
4 16 25 0.04776982860440737
4 17 1 0.09501004812971525
4 17 2 0.22850564414800523
4 17 3 0.2789024055973439
4 17 4 0.24506529696250257
4 17 5 0.2840948268821606
4 17 6 0.4657974277712207
4 17 7 0.43650205013900567
4 17 8 0.24455878122286612
4 17 9 0.42280448600475706
4 17 10 0.12910230610476991
4 17 11 0.09026807827236982
4 17 12 0.036936347104080225
4 17 13 0.2252552532078964
4 17 14 0.19026054604899056
4 17 16 0.3378182775701888
4 17 17 0.010912425065694564
4 17 18 0.09203547946633228
4 17 19 0.38675975369165905
4 17 21 0.03190190457256559
4 17 23 0.26915387891018105
4 17 24 0.21320437729519337
4 17 25 0.22878305374709496
4 18 1 0.09548070344278314
4 18 2 0.044785998559429774
4 18 3 0.1155364906884947
4 18 4 0.36262848997460195
4 18 7 0.3967341910791373
4 18 8 0.48947040795981955
4 18 9 0.22187524273047998
4 18 10 0.23036814665917116
4 18 11 0.04552403564186014
4 18 13 0.48528724984352056
4 18 14 0.046739197217754436
4 18 15 0.1819031828791836
4 18 17 0.272851863535746
4 18 18 0.41474245092698736
4 18 19 0.09111811027692851
4 18 22 0.184021620046248
4 18 24 0.20908296678713434
4 18 25 0.2789140977337363
4 19 1 0.12387455204401265
4 19 2 0.026760615299140977
4 19 3 0.09170423717862897
4 19 4 0.12184463779145727
4 19 5 0.13703588168974612
4 19 6 0.13734375609108795
4 19 8 0.09410120637612696
4 19 9 0.027097427863514212
4 19 12 0.08255682157113498
4 19 13 0.3728600356533779
4 19 14 0.4373990232031887
4 19 15 0.1835721018132448
4 19 17 0.34291986164049626
4 19 18 0.337655613476337
4 19 19 0.32365670138057046
4 19 21 0.2903106982686954
4 19 22 0.2807247375269776
4 19 23 0.28499806475675604
4 19 24 0.4610788326149806
4 19 25 0.1838771500915518
4 20 1 0.35319624292462726
4 20 2 0.41156858714681976
4 20 4 0.06526284500247559
4 20 5 0.2944808664671459
4 20 6 0.1423026035858449
4 20 8 0.19839161788521942
4 20 9 0.3321803558808256
4 20 10 0.02129273567774137
4 20 11 0.3133169964723105
4 20 12 0.11996190091147496
4 20 13 0.28115416838234963
4 20 14 0.42316528107472295
4 20 16 0.30505097907811685
4 20 18 0.16572541741120506
4 20 19 0.18205860446849254
4 20 21 0.0698134263220147
4 20 22 0.19657793737448115
4 20 23 0.06824340550105346
4 20 25 0.27476291972181066
4 21 1 0.1924295049049748
4 21 2 0.2517781705173423
4 21 4 0.3406057462614156
4 21 5 0.3428564472540251
4 21 6 0.1499746836388265
4 21 7 0.12904505059769478
4 21 8 0.15068613564454414
4 21 9 0.4948017187936541
4 21 11 0.09536619055577789
4 21 12 0.14979289456528133
4 21 14 0.3089686811871115
4 21 15 0.07980214695676824
4 21 16 0.3721721460353157
4 21 17 0.43936532308333287
4 21 18 0.30091138759602476
4 21 19 0.4124868537199846
4 21 20 0.07896942226374892
4 21 21 0.36462981456375476
4 21 22 0.2665649923089244
4 21 23 0.38572182729530413
4 21 24 0.30524399594034635
4 21 25 0.060791064848582654
4 22 1 0.06686396012442364
4 22 2 0.38180497770226396
4 22 3 0.483016521685358
4 22 4 0.15227213589928867
4 22 5 0.38406502915143437
4 22 6 0.18001262753523506
4 22 7 0.3543463610630201
4 22 8 0.15713952999274294
4 22 9 0.054155134189661
4 22 10 0.13997461822415602
4 22 11 0.33105466330482736
4 22 12 0.38145141749945266
4 22 13 0.031089902864555374
4 22 14 0.3210011013181351
4 22 15 0.3827875953958264
4 22 16 0.44620472844469894
4 22 17 0.1535975331178413
4 22 18 0.01180661497367208
4 22 19 0.3295794591602472
4 22 20 0.2519586201310239
4 22 21 0.2405895258042966
4 22 22 0.013440314465470782
4 22 24 0.017954346350174233
4 22 25 0.3550896080522138
4 23 1 0.4873225924638689
4 23 2 0.2018367260333659
4 23 3 0.21234071863163806
4 23 4 0.29174624360433876
4 23 5 0.31417610316215905
4 23 6 0.15570245931669702
4 23 7 0.41044963472678764
4 23 8 0.06838261030720805
4 23 10 0.10021052366633199
4 23 11 0.15124092967774339
4 23 12 0.1936151752878834
4 23 13 0.002758970837119512
4 23 14 0.4075411955490865
4 23 15 0.23858171238153703
4 23 16 0.22034012675858528
4 23 17 0.3580238860835123
4 23 18 0.4013127546345222
4 23 19 0.156000624424261
4 23 20 0.21825704387677047
4 23 21 0.4997662885262437
4 23 22 0.26106577659556096
4 23 23 0.4114674754273878
4 23 24 0.44688029699946974
4 23 25 0.02762430305347785
4 24 1 0.40144825690423247
4 24 2 0.2720214814526615
4 24 3 0.3944433520165396
4 24 4 0.14619283460874533
4 24 5 0.4827366479188492
4 24 6 0.36341732072585
4 24 7 0.2485112908788677
4 24 8 0.2800014470395167
4 24 9 0.08962713830030133
4 24 10 0.1958459589841549
4 24 11 0.3355873449778748
4 24 12 0.30732818623392866
4 24 14 0.12652900289069924
4 24 15 0.29726820566122025
4 24 16 0.1628125556178892
4 24 17 0.3067251089002506
4 24 18 0.1206642416633752
4 24 19 0.487324778870904
4 24 20 0.25831982618681004
4 24 21 0.02835770380492897
4 24 22 0.4565979535994297
4 24 23 0.0023574325745352454
4 24 24 0.404949608820498
4 24 25 0.021111297087831105
4 25 1 0.29385297408981526
4 25 2 0.053710981000940294
4 25 3 0.14570024050430797
4 25 4 0.11347822326857515
4 25 5 0.4376235142189109
4 25 6 0.11191567961223459
4 25 7 0.3057111952198718
4 25 8 0.01823512546952155
4 25 9 0.33917880313849014
4 25 10 0.20516285108680044
4 25 11 0.06267085019555574
4 25 12 0.44131826630120463
4 25 13 0.45602843903565027
4 25 14 0.30753568519636953
4 25 15 0.36712160832675844
4 25 17 0.15727229436781587
4 25 18 0.15100493849968566
4 25 19 0.0008789147123993146
4 25 20 0.3518944872891576
4 25 21 0.22316257171880882
4 25 22 0.25017369919840815
4 25 23 0.11921817231961085
4 25 24 0.43863068642787295
5 1 1 0.16576489353811674
5 1 2 0.194845392509842
5 1 3 0.24545434448732706
5 1 4 0.2507644151545182
5 1 5 0.42578569517050424
5 1 6 0.32363532261536176
5 1 7 0.21046035958629472
5 1 8 0.3989444454903368
5 1 9 0.47380621212515306
5 1 10 0.3842062705863588
5 1 11 0.3953377945247143
5 1 12 0.14486264664249193
5 1 13 0.10672932913887001
5 1 14 0.458077269374212
5 1 15 0.02593181909526454
5 1 16 0.2857839718435331
5 1 17 0.16221720607415058
5 1 18 0.3529287556906143
5 1 19 0.10880565681022303
5 1 20 0.3075516219409593
5 1 21 0.4639866727068329
5 1 22 0.1989414531874879
5 1 23 0.3735671866129163
5 1 24 0.26744287048737214
5 2 1 0.16290338705166407
5 2 2 0.47061132490653124
5 2 3 0.48126985130869193
5 2 5 0.25943700647898893
5 2 6 0.35482883847624835
5 2 7 0.023225400730567336
5 2 8 0.24620926311709201
5 2 9 0.02935246808698011
5 2 10 0.33596426761350684
5 2 11 0.014153268168269229
5 2 12 0.25787883555104296
5 2 13 0.45146202442893224
5 2 14 0.055944164046110134
5 2 15 0.26607504917912195
5 2 16 0.023464585402905525
5 2 17 0.18829464754549563
5 2 18 0.23607404319112923
5 2 19 0.18906218661949714
5 2 20 0.3801628348786341
5 2 21 0.18080866679731045
5 2 23 0.16380084935396544
5 2 24 0.05636544121148246
5 2 25 0.3240628725033178
5 3 1 0.09394838589489496
5 3 2 0.2901107161564761
5 3 3 0.2614603254872121
5 3 4 0.008206725183483643
5 3 5 0.3085438170925191
5 3 6 0.19641333839035524
5 3 7 0.2200001590268087
5 3 8 0.48902254833249015
5 3 9 0.05915012318064938
5 3 10 0.2044747245547721
5 3 11 0.48317352387712775
5 3 12 0.4543485468293589
5 3 13 0.22451779408145078
5 3 14 0.46235387965712227
5 3 16 0.07893301607327563
5 3 17 0.26887967670497637
5 3 18 0.29424385485498483
5 3 19 0.4560067342950618
5 3 20 0.03414994667679594
5 3 21 0.038242022522989805
5 3 22 0.3051860172270833
5 3 23 0.24940616783551817
5 3 24 0.4625356933302497
5 3 25 0.1813074201603312
5 4 1 0.12007133321171548
5 4 2 0.09405532388645022
5 4 3 0.24701068825888273
5 4 4 0.3981474434227299
5 4 6 0.13174723313475223
5 4 7 0.36556973245688706
5 4 8 0.3168060382450377
5 4 9 0.12440024435328467
5 4 12 0.3712043270720151
5 4 13 0.0814990066391107
5 4 14 0.42525412424439935
5 4 15 0.2585277948326574
5 4 17 0.44631367691338486
5 4 18 0.17037970701065241
5 4 19 0.28973314002416706
5 4 20 0.4468676797249649
5 4 21 0.00889519370165981
5 4 22 0.10232470779501879
5 4 23 0.2268899547112817
5 4 25 0.0861025194961097
5 5 1 0.0939775784637017
5 5 2 0.2838215933239112
5 5 3 0.14674740383288754
5 5 4 0.33304998668607344
5 5 5 0.16887879764412395
5 5 6 0.44112240398800695
5 5 7 0.37597884868764053
5 5 8 0.2895002994813196
5 5 9 0.2719806387556034
5 5 10 0.4601890276062123
5 5 11 0.09127657482441665
5 5 12 0.34221933995435894
5 5 13 0.08812682503740188
5 5 14 0.21309568689959957
5 5 15 0.12721873207253576
5 5 16 0.4172119707551363
5 5 17 0.19022481670367586
5 5 18 0.27705199231621536
5 5 19 0.47923273325180205
5 5 20 0.07993813687738538
5 5 21 0.09965240107941231
5 5 22 0.3293749337806925
5 5 23 0.1264606681624172
5 5 24 0.4209131314031761
5 5 25 0.086211647547076
5 6 2 0.20058620304936314
5 6 3 0.2899654265849112
5 6 4 0.3501293027187712
5 6 5 0.21455555784610814
5 6 6 0.0757450596874698
5 6 7 0.449181389574836
5 6 8 0.4494808687508043
5 6 9 0.09609150490760665
5 6 10 0.465939298822174
5 6 11 0.33417454003412517
5 6 12 0.03478596254220956
5 6 13 0.3388632471694494
5 6 14 0.3348574502163054
5 6 16 0.284768640309065
5 6 17 0.2571563975605272
5 6 18 0.344966380304892
5 6 19 0.4829606937072083
5 6 20 0.17635110352946137
5 6 21 0.41812790639857667
5 6 22 0.4237937045807313
5 6 24 0.11173905915280524
5 6 25 0.24793535151667023
5 7 1 0.38674889567470827
5 7 2 0.17241419151162996
5 7 3 0.40637366231150895
5 7 4 0.3334362321416301
5 7 5 0.1957861638628664
5 7 6 0.3592739998574985
5 7 7 0.08111476349177626
5 7 8 0.48908476312061266
5 7 9 0.025267102921078255
5 7 10 0.41301807849294114
5 7 11 0.23928871734665558
5 7 12 0.3304167552334004
5 7 13 0.053029079279246605
5 7 14 0.1704191084352883
5 7 15 0.4922968656579735
5 7 16 0.2381547264585232
5 7 17 0.13284910989070065
5 7 18 0.22946450828988796
5 7 19 0.08032575314204249
5 7 20 0.36119201769804155
5 7 21 0.11094595509574667
5 7 24 0.49127136031089724
5 8 1 0.1357264845384395
5 8 2 0.2590321100755386
5 8 3 0.37428830571886085
5 8 4 0.25468448377994035
5 8 5 0.04522292441494913
5 8 6 0.4057782253970471
5 8 7 0.009313918884620298
5 8 8 0.31483988635175497
5 8 9 0.29755644049252694
5 8 10 0.42702122543676524
5 8 11 0.36156018560914704
5 8 12 0.33772025025645136
5 8 13 0.25039271157808807
5 8 14 0.3022203120619549
5 8 15 0.09603821454958694
5 8 16 0.37277715019668844
5 8 17 0.4282756951530884
5 8 18 0.29340023573259977
5 8 19 0.2521308620461622
5 8 20 0.4152965299517841
5 8 21 0.362508552920458
5 8 22 0.2277848488692804
5 8 23 0.163669527909172
5 8 24 0.3009388460258816
5 9 2 0.15569277389493597
5 9 3 0.28726017051996355
5 9 5 0.2694302480927109
5 9 7 0.0032989997484424993
5 9 8 0.4316816392716365
5 9 9 0.10415696082393622
5 9 10 0.26612991300887245
5 9 11 0.4917951026001407
5 9 12 0.19236927372709334
5 9 13 0.43321109328280083
5 9 14 0.32233258897733996
5 9 15 0.47073157152916467
5 9 16 0.18881387521248838
5 9 17 0.3092045550512027
5 9 18 0.006778080014749999
5 9 19 0.4570537754035675
5 9 20 0.4345200335439616
5 9 21 0.22534680027907317
5 9 22 0.40774087912856183
5 9 24 0.17713960795666595
5 9 25 0.11010742294667153
5 10 1 0.052679503835443287
5 10 2 0.023580871481622023
5 10 3 0.16656078696036736
5 10 4 0.19189644315924903
5 10 5 0.4460980405035062
5 10 6 0.08599599701950722
5 10 8 0.12196695668151403
5 10 9 0.30226009139972077
5 10 10 0.45199415423015976
5 10 11 0.2365715781932738
5 10 12 0.28098634067279094
5 10 13 0.04586261363420763
5 10 14 0.06778727851489286
5 10 15 0.4890380980175695
5 10 16 0.15700634977737205
5 10 17 0.2032099619394142
5 10 18 0.15590833193205977
5 10 20 0.2256082555752511
5 10 22 0.021438676016136804
5 10 23 0.42546050621360876
5 10 24 0.23088798239925912
5 10 25 0.17617906656122362
5 11 1 0.011986061989250008
5 11 2 0.12994138809401312
5 11 3 0.06995415215315748
5 11 4 0.21223163905036257
5 11 5 0.1276683786081383
5 11 6 0.18614670472987582
5 11 7 0.14981486497730634
5 11 8 0.11843862290892937
5 11 9 0.019539224172246628
5 11 10 0.2629697012561223
5 11 11 0.11553578367591433
5 11 12 0.09120913350645443
5 11 13 0.4319288249040344
5 11 14 0.4516642526249903
5 11 15 0.3366934824275176
5 11 16 0.33040588375514934
5 11 17 0.32051122956326594
5 11 18 0.37806612703996756
5 11 19 0.2094796018247992
5 11 20 0.3939390456998929
5 11 21 0.30047468428588175
5 11 22 0.3320507887580716
5 11 24 0.19856208761629746
5 11 25 0.3180330843482414
5 12 1 0.22331990334683371
5 12 2 0.34964677705188796
5 12 3 0.3674206862743653
5 12 4 0.017172479012021014
5 12 5 0.03763827048274926
5 12 7 0.002956739234065031
5 12 8 0.279308577210038
5 12 9 0.15599665770578386
5 12 10 0.26766008899612326
5 12 11 0.12319942842788045
5 12 12 0.4679419197399327
5 12 13 0.410703867269297
5 12 14 0.2828552125969459
5 12 15 0.4037651389757063
5 12 17 0.3737585261319756
5 12 18 0.08915637585241742
5 12 19 0.08646428432597941
5 12 20 0.0722717977023184
5 12 21 0.15482118411285806
5 12 22 0.3052242359014201
5 12 23 0.1508870583142955
5 12 24 0.27207796693968533
5 12 25 0.11020475498399485
5 13 1 0.441903733171487
5 13 2 0.33823882428094043
5 13 3 0.2805631663756386
5 13 4 0.4357484636273289
5 13 6 0.40543544827239697
5 13 7 0.4216712568378739
5 13 9 0.1638040267415286
5 13 10 0.36930822704422883
5 13 12 0.035535945860952656
5 13 13 0.4601606431261309
5 13 14 0.49405755012906527
5 13 15 0.2640164547368169
5 13 16 0.2015366974273528
5 13 17 0.4051359585207467
5 13 18 0.37625626895565345
5 13 20 0.16981689897728947
