title
n = 20
5 15 6 0.09000690968308955
5 15 8 0.2840371578756955
5 15 9 0.04648671969106721
5 15 10 0.3860787029284529
5 15 12 0.32333289562199874
5 15 13 0.14371452972199994
5 15 14 0.21309366603878221
5 15 15 0.3656119430558622
5 15 16 0.34801037151265757
5 15 17 0.059198567488481846
5 15 18 0.26361870906845297
5 15 19 0.0930616536795913
5 15 20 0.014801700521484107
5 16 1 0.14960021510651678
5 16 2 0.20144678202034705
5 16 3 0.4743250349009034
5 16 4 0.39558552546575276
5 16 5 0.22157977495293446
5 16 6 0.37380741913672866
5 16 7 0.18633158914520354
5 16 9 0.13600076559588403
5 16 10 0.28574821671832706
5 16 11 0.2938112745371195
5 16 12 0.33425548851995823
5 16 13 0.36761768647225657
5 16 14 0.06532401244486796
5 16 15 0.42454457415686153
5 16 16 0.11258100632856516
5 16 17 0.24146168461159923
5 16 19 0.2070397640151903
5 16 20 0.49399789212585754
5 17 1 0.4691264131310856
5 17 2 0.22458788713360023
5 17 3 0.000698688196047792
5 17 4 0.022371669021202134
5 17 5 0.1168104761606058
5 17 6 0.21697498243678337
5 17 7 0.10007410164684905
5 17 8 0.4742215466759463
5 17 9 0.0814929910615787
5 17 10 0.11278591604745936
5 17 12 0.02685491022546982
5 17 13 0.061870687583092665
5 17 14 0.053250854278914184
5 17 15 0.22239169642762857
5 17 16 0.4866462450722745
5 17 17 0.011745224247428299
5 17 18 0.11578440442462756
5 17 20 0.040253684367054565
5 18 1 0.40847220946337726
5 18 2 0.3171808536143944
5 18 3 0.18008523732675596
5 18 5 0.3569475110093919
5 18 6 0.0775752715377499
5 18 7 0.30523865965398
5 18 9 0.18177099588272194
5 18 10 0.2563809256681634
5 18 12 0.47170397502448946
5 18 13 0.4754495242381118
5 18 14 0.00036612395396551367
5 18 15 0.11432805722182826
5 18 16 0.014039889408244854
5 18 17 0.06722193113803587
5 18 19 0.4851191737250127
5 18 20 0.12302480588320364
5 19 1 0.08804330275726402
5 19 3 0.31045895270977675
5 19 4 0.301140715406357
5 19 5 0.04037426858673254
5 19 6 0.23516100125155492
5 19 8 0.24827145882796475
5 19 9 0.1788345087179919
5 19 10 0.09001272260355808
5 19 11 0.37738090805926405
5 19 12 0.31321966922439226
5 19 13 0.2238672862996527
5 19 14 0.4414596059204785
5 19 15 0.09631431588879602
5 19 16 0.25595821367984095
5 19 17 0.3092646002083945
5 19 18 0.06992110549812747
5 19 19 0.17559136324791103
5 19 20 0.18432531499188043
5 20 1 0.23209820605167575
5 20 2 0.4674862115070605
5 20 3 0.025235034155386193
5 20 4 0.13406246543555567
5 20 5 0.3364878106407764
5 20 6 0.2258507404366895
5 20 7 0.29667712475383246
5 20 8 0.06787057822962517
5 20 9 0.47379818692407083
5 20 10 0.014980991801184285
5 20 11 0.17878751210965382
5 20 12 0.0005119598278806592
5 20 14 0.06674600844499301
5 20 15 0.4422436879155177
5 20 16 0.4920980182925747
5 20 17 0.0015132929998946665
5 20 19 0.40233369742588543
5 20 20 0.01563631368602081
6 1 1 0.10354437513655346
6 1 3 0.4811441762174782
6 1 4 0.4041537505955133
6 1 5 0.43161056116719465
6 1 6 0.25075096633263516
6 1 7 0.4898992788370182
6 1 8 0.46571864654899375
6 1 10 0.19273169180640437
6 1 11 0.4385913789858039
6 1 12 0.36473371477056693
6 1 15 0.4395005437185654
6 1 16 0.06230890783233989
6 1 17 0.3198212845990738
6 1 18 0.4394143473951373
6 1 19 0.25558115341897636
6 1 20 0.06171399931808297
6 2 1 0.17363501280085625
6 2 2 0.29089185365769665
6 2 3 0.4111734530702289
6 2 4 0.03517972784306023
6 2 5 0.2552008440187232
6 2 6 0.4653140233241624
6 2 7 0.3473579544901847
6 2 8 0.14715065758456303
6 2 10 0.2820278654934465
6 2 11 0.2413530701936969
6 2 12 0.0016852664333449896
6 2 14 0.48703809718457813
6 2 15 0.49313236377846437
6 2 16 0.22961148653483332
6 2 17 0.30262982615951384
6 2 18 0.03605521275449297
6 2 19 0.044001202518310745
6 2 20 0.30498102840730656
6 3 1 0.37134196495247074
6 3 2 0.02914031224252367
6 3 4 0.37866118287348915
6 3 5 0.16803208597120134
6 3 6 0.13513078134346856
6 3 7 0.012369771908933291
6 3 8 0.2020438643557888
6 3 9 0.26418728275626246
6 3 10 0.39216089005963994
6 3 11 0.4531457274673262
6 3 12 0.373750950730912
6 3 13 0.4145907295338308
6 3 14 0.45869779980745595
6 3 15 0.22781375194800102
6 3 16 0.1735644472110106
6 3 17 0.43936463964069983
6 3 18 0.22908407827471933
6 3 19 0.14429396188615784
6 3 20 0.03805049128766613
6 4 1 0.15820990548753966
6 4 2 0.45692187991301425
6 4 3 0.05760957891896157
6 4 4 0.08099656748602069
6 4 5 0.13128143432191353
6 4 6 0.21876381131018008
6 4 7 0.1875118938046184
6 4 8 0.047282683997936004
6 4 9 0.34032808810821724
6 4 10 0.37907344361483075
6 4 11 0.09788545004259919
6 4 12 0.49084279386865615
6 4 13 0.36983658424076316
6 4 14 0.4438062500083987
6 4 16 0.02587506257177341
6 4 17 0.08484934918634612
6 4 18 0.2868867750116736
6 4 19 0.19866024855535425
6 4 20 0.4456262701551468
6 5 1 0.4080099604258808
6 5 2 0.2821327626233654
6 5 3 0.004935153168182715
6 5 4 0.11253887179013067
6 5 6 0.08679724727868665
6 5 7 0.4640283800380868
6 5 8 0.05761748397498967
6 5 9 0.11797279772206581
6 5 10 0.38834987910654784
6 5 11 0.05263134054922325
6 5 12 0.3297604055329165
6 5 14 0.19745191773870052
6 5 15 0.44726675149242057
6 5 16 0.17089171333291564
6 5 18 0.3302062623791908
6 5 20 0.18189989682359753
6 6 1 0.39244497997536376
6 6 2 0.28010346403885567
6 6 3 0.10074857991626707
6 6 4 0.13663103703821466
6 6 5 0.2255292256778535
6 6 6 0.2032672510922583
6 6 7 0.3307417292139052
6 6 8 0.12470291847478865
6 6 10 0.011230351343503475
6 6 11 0.3191886337597869
6 6 12 0.28791926314403327
6 6 13 0.17555685115836195
6 6 14 0.2018344013303779
6 6 16 0.20634258472193878
6 6 18 0.334352181706852
6 6 20 0.46023639369316116
6 7 1 0.23373964898707356
6 7 2 0.2989214911703162
6 7 3 0.04938395631813175
6 7 4 0.2713099273913815
6 7 5 0.4324698202359346
6 7 6 0.46080213417748583
6 7 7 0.3471535456055601
6 7 8 0.41030565811428255
6 7 10 0.12059914133096339
6 7 11 0.32071085296629587
6 7 12 0.03345142267188028
6 7 13 0.15842077120437226
6 7 14 0.22131934736336156
6 7 15 0.0037695262769542603
6 7 16 0.010026071700349193
6 7 18 0.18572685213356133
6 7 19 0.4277413543492682
6 7 20 0.05415527926527852
6 8 1 0.35982319176730726
6 8 3 0.36876537436710377
6 8 5 0.21051043149109938
6 8 6 0.1361459981494464
6 8 7 0.2213688034473703
6 8 8 0.12907486752177666
6 8 9 0.10406787268990847
6 8 10 0.19575054626507715
6 8 11 0.3631769631405899
6 8 12 0.025578241003965774
6 8 13 0.3390871186335658
6 8 14 0.056152043388715045
6 8 15 0.19373538017579273
6 8 16 0.2818507596400647
6 8 17 0.3573077209751032
6 8 18 0.32147042421038263
6 8 19 0.3342663888177543
6 9 3 0.13086292347725648
6 9 4 0.15889367764835594
6 9 5 0.3886358018007866
6 9 6 0.12469840268356958
6 9 7 0.05050607524524209
6 9 8 0.18378056569775403
6 9 9 0.11448695036453194
6 9 10 0.43128334268742285
6 9 11 0.029750481939551987
6 9 12 0.44097915801084797
6 9 13 0.3321490367428348
6 9 14 0.3534857496739915
6 9 15 0.019332657948547882
6 9 16 0.00839168836992632
6 9 18 0.17698680702698444
6 9 19 0.26755222260770606
6 9 20 0.18165187765202906
6 10 1 0.4062459291871441
6 10 2 0.17694357128548333
6 10 3 0.09531546418045544
6 10 4 0.17991537887053666
6 10 6 0.3875693104739758
6 10 7 0.13372048910123002
6 10 8 0.4425171078740674
6 10 9 0.4953127436803456
6 10 10 0.04764165662355213
6 10 11 0.1760741911875694
6 10 12 0.49620001781077017
6 10 13 0.18281186717881504
6 10 14 0.299591931560399
6 10 15 0.21346558749298084
6 10 16 0.4042856739012928
6 10 17 0.4775152006576785
6 10 18 0.2832506588266698
6 10 19 0.3475414017328573
6 10 20 0.2159679770109284
6 11 2 0.3083017274954596
6 11 3 0.475760624221953
6 11 4 0.27990450583617776
6 11 5 0.1804432904483817
6 11 6 0.21370222606961486
6 11 8 0.07442544605465062
6 11 9 0.3675187700707683
6 11 10 0.038861300769906015
6 11 11 0.012126944371952608
6 11 13 0.4728920324959077
6 11 14 0.2125312412408994
6 11 15 0.09651248433113035
6 11 16 0.05697758100948158
6 11 17 0.3836162412419378
6 11 18 0.2043498781767873
6 11 19 0.11978102832082771
6 11 20 0.39076364727736834
6 12 2 0.13277963296135153
6 12 4 0.29618707060647975
6 12 5 0.1416825264066791
6 12 8 0.3618958484807727
6 12 9 0.00597421121948194
6 12 10 0.19874408858955295
6 12 11 0.3862236630216448
6 12 12 0.03308748167585296
6 12 13 0.03785456513006713
6 12 14 0.36428017261626033
6 12 15 0.37981339130647107
6 12 17 0.21919007386376965
6 12 18 0.41486514495132243
6 12 19 0.3283536427176955
6 12 20 0.08594005821600892
6 13 1 0.009528781610199655
6 13 2 0.35647221450002975
6 13 3 0.4171210828917804
6 13 5 0.42377210136323906
6 13 6 0.3287207855283629
6 13 7 0.33827082944527465
6 13 8 0.17127250070898725
6 13 9 0.3256517500719526
6 13 10 0.04545753181851686
6 13 11 0.48608005285199163
6 13 12 0.27511045767165543
6 13 13 0.19797608392257282
6 13 14 0.39603011468384564
6 13 16 0.1799876110902997
6 13 17 0.27591232412833067
6 13 18 0.2504799063964276
6 13 19 0.14180097416067428
6 13 20 0.4290536513034503
6 14 1 0.40854864678916203
6 14 2 0.024092770203026803
6 14 3 0.3557365285440385
6 14 4 0.10393267064962686
6 14 6 0.06864299613837765
6 14 7 0.4215509521906692
6 14 8 0.24731262152070943
6 14 9 0.0163182912913844
6 14 10 0.2658093146174614
6 14 11 0.3750395029393334
6 14 12 0.37575726176203683
6 14 13 0.447294193250506
6 14 14 0.28910976204301597
6 14 15 0.37627601043438663
6 14 16 0.04662569688612306
6 14 17 0.2409597727249374
6 14 18 0.2887955285290785
6 14 19 0.37931921869146024
6 14 20 0.07554144495127912
6 15 1 0.3753958736835764
6 15 2 0.11713062166524779
6 15 3 0.18457226896733125
6 15 4 0.3712455632575419
6 15 5 0.4416261685365117
6 15 6 0.4437399770502606
6 15 8 0.05209453096926009
6 15 9 0.05286967339701787
6 15 10 0.20656211092408272
6 15 11 0.006999520976703089
6 15 12 0.14663843333121218
6 15 14 0.2556843673906367
6 15 15 0.4873557371327517
6 15 16 0.32634897157541654
6 15 18 0.11080046241067354
6 15 19 0.08862392046722667
6 15 20 0.13872750643909548
6 16 1 0.4699433545486501
6 16 2 0.05568522343121329
6 16 3 0.17959996201409645
6 16 5 0.2830406705995687
6 16 6 0.195284661255669
6 16 7 0.3998455437524434
6 16 8 0.37956585595883163
6 16 9 0.4798933065463439
6 16 10 0.2658637639673198
6 16 11 0.012610131874497554
6 16 12 0.3069846048268985
6 16 13 0.19297806541716978
6 16 14 0.34699570143060876
6 16 15 0.14100235828487073
6 16 17 0.43911894337551405
6 16 18 0.27731797107840217
6 16 19 0.4899465460349617
6 16 20 0.05887224491483645
6 17 1 0.38903672643318454
6 17 2 0.04520073649415979
6 17 3 0.20815962514488406
6 17 4 0.43438343198966956
6 17 5 0.17901649037565937
6 17 6 0.15242134222677173
6 17 7 0.15385073587250764
6 17 8 0.39646345967633345
6 17 9 0.4394279262110574
6 17 11 0.09571277849949833
6 17 12 0.1646927471104953
6 17 13 0.38037095094307694
6 17 14 0.21997415716293423
6 17 15 0.15698506047801442
6 17 16 0.25272976425167415
6 17 18 0.014216087150947798
6 18 1 0.055842009016081606
6 18 3 0.46708564023884447
6 18 4 0.2526031454599409
6 18 5 0.036644875957562495
6 18 6 0.25530070784715353
6 18 7 0.351472022201771
6 18 8 0.2692856899083933
6 18 9 0.23946644711390852
6 18 10 0.12340257158000534
6 18 11 0.13276927684260054
6 18 12 0.054362098254656765
6 18 13 0.41453662461067975
6 18 14 0.4156036002616208
6 18 15 0.04836485276279123
6 18 16 0.206502718707533
6 18 18 0.1093256686789077
6 18 19 0.24272320607535136
6 18 20 0.11332323132872524
6 19 1 0.45097908264246356
6 19 2 0.462092594430461
6 19 3 0.13430185344652368
6 19 4 0.23620645785982386
6 19 5 0.01928162920679455
6 19 6 0.11868748180986699
6 19 7 0.41197032819620094
6 19 8 0.1238092751476022
6 19 9 0.09289953383131211
6 19 10 0.3330775694050143
6 19 11 0.4983078231967534
6 19 12 0.10726703402833748
6 19 13 0.3595435291298148
6 19 14 0.4089809832139554
6 19 15 0.2516990873287974
6 19 16 0.44022682167276483
6 19 17 0.20259015257327695
6 19 18 0.003306088982823474
6 19 19 0.26109005895212956
6 19 20 0.4098384074050907
6 20 1 0.49270495032929407
6 20 2 0.4400632653784563
6 20 3 0.02578439351219397
6 20 5 0.45535342431014114
6 20 6 0.036720125609780774
6 20 7 0.35908521352303124
6 20 8 0.02704497036915232
6 20 9 0.3138222422436434
6 20 10 0.18609481669116823
6 20 11 0.2289763454140087
6 20 13 0.21486384601576936
6 20 14 0.18595815777688895
6 20 15 0.14663124796455396
6 20 16 0.42050555993504213
6 20 17 0.36824493126079905
6 20 18 0.23200157480984873
6 20 19 0.0661118885680908
6 20 20 0.2370961631464944
